t_ms,gps_outage,vel_n,vel_e,vel_d,yaw_deg,vbx,vby,vbz,innov_y,innov_z,innov_norm,k_max,dx_vel,dx_att,dx_pos,nhc_count
41380,1,1.527150,3.073219,1.333498,63.567421,3.681723,0.000351,-0.001519,-0.000351,0.001519,0.001559,12.603479,0.003743,0.000096,0.026188,4139
41390,1,1.530712,3.067716,1.332639,63.473103,3.678299,0.000347,-0.001584,-0.000347,0.001584,0.001621,12.757021,0.003928,0.000100,0.027580,4140
41400,1,1.534178,3.062038,1.331726,63.378750,3.674680,0.000344,-0.001641,-0.000344,0.001641,0.001677,12.896722,0.004095,0.000104,0.028848,4141
41410,1,1.537555,3.056200,1.330763,63.284344,3.670880,0.000340,-0.001692,-0.000340,0.001692,0.001726,13.018170,0.004244,0.000107,0.029976,4142
41420,1,1.540849,3.050219,1.329756,63.189907,3.666920,0.000336,-0.001734,-0.000336,0.001734,0.001767,13.118422,0.004370,0.000110,0.030938,4143
41430,1,1.544069,3.044114,1.328711,63.095421,3.662820,0.000333,-0.001770,-0.000333,0.001770,0.001801,13.202556,0.004475,0.000113,0.031742,4144
41440,1,1.547225,3.037903,1.327636,63.000904,3.658603,0.000329,-0.001798,-0.000329,0.001798,0.001828,13.266345,0.004556,0.000114,0.032366,4145
41450,1,1.550325,3.031607,1.326536,62.906361,3.654291,0.000325,-0.001818,-0.000325,0.001818,0.001847,13.314361,0.004615,0.000116,0.032825,4146
41460,1,1.553379,3.025245,1.325419,62.811768,3.649908,0.000321,-0.001830,-0.000321,0.001830,0.001858,13.340393,0.004649,0.000117,0.033093,4147
41470,1,1.556397,3.018838,1.324292,62.717163,3.645477,0.000317,-0.001835,-0.000317,0.001835,0.001862,13.342142,0.004658,0.000117,0.033167,4148
41480,1,1.559389,3.012408,1.323163,62.622551,3.641024,0.000312,-0.001832,-0.000312,0.001832,0.001858,13.329185,0.004643,0.000117,0.033066,4149
41490,1,1.562366,3.005974,1.322039,62.527905,3.636571,0.000307,-0.001821,-0.000307,0.001821,0.001847,13.293472,0.004604,0.000116,0.032771,4150
41500,1,1.565339,2.999558,1.320929,62.433239,3.632145,0.000302,-0.001803,-0.000302,0.001803,0.001828,13.243072,0.004543,0.000114,0.032315,4151
41510,1,1.568317,2.993178,1.319836,62.338585,3.627768,0.000296,-0.001778,-0.000296,0.001778,0.001803,13.179224,0.004462,0.000113,0.031710,4152
41520,1,1.571308,2.986852,1.318768,62.243927,3.623458,0.000289,-0.001747,-0.000289,0.001747,0.001771,13.098304,0.004362,0.000111,0.030957,4153
41530,1,1.574323,2.980596,1.317731,62.149239,3.619234,0.000282,-0.001710,-0.000282,0.001710,0.001733,12.999289,0.004243,0.000108,0.030068,4154
41540,1,1.577368,2.974424,1.316730,62.054573,3.615117,0.000275,-0.001666,-0.000275,0.001666,0.001689,12.880692,0.004106,0.000105,0.029032,4155
41550,1,1.580454,2.968354,1.315770,61.959892,3.611123,0.000266,-0.001616,-0.000266,0.001616,0.001638,12.752028,0.003953,0.000102,0.027885,4156
41560,1,1.583587,2.962399,1.314857,61.865227,3.607270,0.000258,-0.001561,-0.000258,0.001561,0.001582,12.606458,0.003786,0.000098,0.026633,4157
41570,1,1.586774,2.956570,1.313994,61.770569,3.603573,0.000250,-0.001501,-0.000250,0.001501,0.001522,12.446527,0.003606,0.000094,0.025292,4158
41580,1,1.590022,2.950878,1.313186,61.675922,3.600042,0.000240,-0.001436,-0.000240,0.001436,0.001456,12.273232,0.003414,0.000090,0.023861,4159
41590,1,1.593337,2.945334,1.312435,61.581303,3.596693,0.000231,-0.001366,-0.000231,0.001366,0.001386,12.091339,0.003213,0.000085,0.022374,4160
41600,1,1.596724,2.939945,1.311744,61.486706,3.593533,0.000219,-0.001292,-0.000219,0.001292,0.001311,11.898486,0.003003,0.000080,0.020831,4161
41610,1,1.600188,2.934720,1.311115,61.392120,3.590571,0.000208,-0.001215,-0.000208,0.001215,0.001232,11.692657,0.002787,0.000075,0.019247,4162
41620,1,1.603731,2.929662,1.310550,61.297558,3.587815,0.000197,-0.001133,-0.000197,0.001133,0.001150,11.476489,0.002566,0.000070,0.017638,4163
41630,1,1.607359,2.924777,1.310050,61.203026,3.585269,0.000185,-0.001048,-0.000185,0.001048,0.001064,11.243007,0.002340,0.000065,0.015993,4164
41640,1,1.611074,2.920068,1.309617,61.108532,3.582939,0.000172,-0.000959,-0.000172,0.000959,0.000974,11.000648,0.002109,0.000059,0.014331,4165
41650,1,1.614879,2.915541,1.309252,61.014069,3.580832,0.000159,-0.000867,-0.000159,0.000867,0.000881,10.748848,0.001876,0.000053,0.012670,4166
41660,1,1.618776,2.911196,1.308955,60.919643,3.578948,0.000145,-0.000772,-0.000145,0.000772,0.000785,10.492149,0.001643,0.000047,0.011025,4167
41670,1,1.622767,2.907034,1.308724,60.825268,3.577287,0.000129,-0.000674,-0.000129,0.000674,0.000686,10.230393,0.001410,0.000041,0.009396,4168
41680,1,1.626852,2.903056,1.308561,60.730953,3.575852,0.000113,-0.000574,-0.000113,0.000574,0.000585,9.956388,0.001179,0.000035,0.007794,4169
41690,1,1.631032,2.899259,1.308463,60.636669,3.574640,0.000096,-0.000471,-0.000096,0.000471,0.000480,9.671840,0.000949,0.000029,0.006220,4170
41700,1,1.635308,2.895644,1.308431,60.542454,3.573650,0.000078,-0.000365,-0.000078,0.000365,0.000373,9.379814,0.000721,0.000022,0.004682,4171
41710,1,1.639679,2.892208,1.308462,60.448303,3.572882,0.000057,-0.000256,-0.000057,0.000256,0.000263,9.079200,0.000497,0.000015,0.003194,4172
41720,1,1.644144,2.888949,1.308555,60.354233,3.572332,0.000036,-0.000146,-0.000036,0.000146,0.000150,8.773216,0.000277,0.000009,0.001763,4173
41730,1,1.648703,2.885864,1.308709,60.260242,3.571996,0.000013,-0.000034,-0.000013,0.000034,0.000036,8.463513,0.000064,0.000002,0.000396,4174
41740,1,1.653354,2.882947,1.308920,60.166321,3.571867,-0.000012,0.000081,0.000012,-0.000081,0.000082,8.144446,0.000145,0.000005,0.000905,4175
41750,1,1.658096,2.880195,1.309186,60.072502,3.571941,-0.000039,0.000197,0.000039,-0.000197,0.000201,7.820919,0.000345,0.000012,0.002127,4176
41760,1,1.662925,2.877601,1.309504,59.978798,3.572214,-0.000069,0.000316,0.000069,-0.000316,0.000323,7.483910,0.000539,0.000019,0.003271,4177
41770,1,1.667840,2.875160,1.309872,59.885197,3.572674,-0.000102,0.000436,0.000102,-0.000436,0.000447,7.149449,0.000724,0.000026,0.004325,4178
41780,1,1.672837,2.872866,1.310285,59.791718,3.573317,-0.000138,0.000557,0.000138,-0.000557,0.000574,6.806095,0.000900,0.000033,0.005286,4179
41790,1,1.677913,2.870712,1.310741,59.698383,3.574133,-0.000177,0.000680,0.000177,-0.000680,0.000703,6.455153,0.001065,0.000040,0.006145,4180
41800,1,1.683064,2.868689,1.311236,59.605186,3.575112,-0.000220,0.000805,0.000220,-0.000805,0.000834,6.105401,0.001221,0.000048,0.006903,4181
41810,1,1.688285,2.866790,1.311764,59.512165,3.576244,-0.000269,0.000930,0.000269,-0.000930,0.000968,5.748249,0.001365,0.000055,0.007549,4182
41820,1,1.693572,2.865007,1.312323,59.419323,3.577519,-0.000322,0.001057,0.000322,-0.001057,0.001105,5.385929,0.001497,0.000063,0.008077,4183
41830,1,1.698920,2.863329,1.312907,59.326687,3.578925,-0.000383,0.001184,0.000383,-0.001184,0.001244,5.023131,0.001616,0.000070,0.008489,4184
41840,1,1.704323,2.861747,1.313512,59.234264,3.580450,-0.000449,0.001312,0.000449,-0.001312,0.001387,4.656460,0.001722,0.000078,0.008780,4185
41850,1,1.709774,2.860251,1.314132,59.142113,3.582082,-0.000524,0.001440,0.000524,-0.001440,0.001533,4.287541,0.001815,0.000085,0.008945,4186
41860,1,1.715269,2.858831,1.314763,59.050213,3.583806,-0.000607,0.001569,0.000607,-0.001569,0.001683,3.914535,0.001893,0.000093,0.008984,4187
41870,1,1.720798,2.857476,1.315399,58.958614,3.585609,-0.000699,0.001698,0.000699,-0.001698,0.001836,3.543062,0.001955,0.000101,0.008895,4188
41880,1,1.726356,2.856173,1.316035,58.867329,3.587474,-0.000802,0.001827,0.000802,-0.001827,0.001995,3.306576,0.002001,0.000110,0.008689,4189
41890,1,1.731933,2.854911,1.316663,58.776424,3.589388,-0.000915,0.001954,0.000915,-0.001954,0.002158,3.142099,0.002029,0.000118,0.008364,4190
41900,1,1.737520,2.853676,1.317279,58.685890,3.591331,-0.001039,0.002082,0.001039,-0.002082,0.002327,2.976092,0.002039,0.000126,0.007935,4191
41910,1,1.743106,2.852453,1.317874,58.595768,3.593286,-0.001176,0.002208,0.001176,-0.002208,0.002501,2.812264,0.002030,0.000135,0.007449,4192
41920,1,1.748683,2.851229,1.318443,58.506065,3.595231,-0.001324,0.002331,0.001324,-0.002331,0.002681,2.651221,0.002001,0.000144,0.006960,4193
41930,1,1.754237,2.849988,1.318977,58.416843,3.597148,-0.001483,0.002453,0.001483,-0.002453,0.002867,2.490110,0.001951,0.000153,0.006553,4194
41940,1,1.759757,2.848716,1.319470,58.328083,3.599016,-0.001652,0.002572,0.001652,-0.002572,0.003057,2.330152,0.001880,0.000161,0.006367,4195
41950,1,1.765228,2.847394,1.319912,58.239784,3.600811,-0.001827,0.002687,0.001827,-0.002687,0.003249,2.173446,0.001789,0.000170,0.006547,4196
41960,1,1.770637,2.846008,1.320297,58.151955,3.602513,-0.002005,0.002797,0.002005,-0.002797,0.003441,2.020973,0.001679,0.000178,0.007182,4197
41970,1,1.775972,2.844543,1.320618,58.064533,3.604098,-0.002183,0.002902,0.002183,-0.002902,0.003631,1.889404,0.001557,0.000186,0.008229,4198
41980,1,1.781221,2.842986,1.320870,57.977478,3.605552,-0.002353,0.003000,0.002353,-0.003000,0.003813,2.036902,0.001426,0.000193,0.009586,4199
41990,1,1.786373,2.841330,1.321049,57.890728,3.606860,-0.002508,0.003091,0.002508,-0.003091,0.003980,2.165775,0.001297,0.000199,0.011091,4200
42000,1,1.791424,2.839571,1.321153,57.804169,3.608018,-0.002641,0.003172,0.002641,-0.003172,0.004127,2.271265,0.001176,0.000204,0.012618,4201
42010,1,1.796372,2.837711,1.321183,57.717697,3.609025,-0.002743,0.003242,0.002743,-0.003242,0.004247,2.343714,0.001076,0.000207,0.014009,4202
42020,1,1.801224,2.835760,1.321148,57.631207,3.609897,-0.002810,0.003302,0.002810,-0.003302,0.004336,2.380886,0.001001,0.000209,0.015163,4203
42030,1,1.805991,2.833735,1.321055,57.544586,3.610654,-0.002835,0.003350,0.002835,-0.003350,0.004389,2.379974,0.000953,0.000210,0.015999,4204
42040,1,1.810693,2.831655,1.320919,57.457760,3.611327,-0.002822,0.003387,0.002822,-0.003387,0.004408,2.340442,0.000928,0.000210,0.016472,4205
42050,1,1.815352,2.829544,1.320752,57.370678,3.611951,-0.002771,0.003412,0.002771,-0.003412,0.004396,2.267456,0.000922,0.000209,0.016579,4206
42060,1,1.819990,2.827426,1.320570,57.283287,3.612559,-0.002689,0.003428,0.002689,-0.003428,0.004357,2.168409,0.000927,0.000207,0.016390,4207
42070,1,1.824630,2.825319,1.320384,57.195610,3.613184,-0.002584,0.003433,0.002584,-0.003433,0.004297,2.062192,0.000945,0.000204,0.015936,4208
42080,1,1.829292,2.823240,1.320207,57.107666,3.613852,-0.002465,0.003430,0.002465,-0.003430,0.004223,2.074555,0.000971,0.000202,0.015295,4209
42090,1,1.833989,2.821201,1.320046,57.019485,3.614581,-0.002338,0.003419,0.002338,-0.003419,0.004142,2.055488,0.001007,0.000199,0.014535,4210
42100,1,1.838733,2.819211,1.319909,56.931110,3.615390,-0.002210,0.003403,0.002210,-0.003403,0.004057,2.008951,0.001049,0.000196,0.013718,4211
42110,1,1.843531,2.817273,1.319800,56.842560,3.616282,-0.002087,0.003381,0.002087,-0.003381,0.003973,1.939794,0.001096,0.000193,0.012878,4212
42120,1,1.848384,2.815387,1.319721,56.753860,3.617260,-0.001970,0.003355,0.001970,-0.003355,0.003890,1.845538,0.001150,0.000191,0.012030,4213
42130,1,1.853295,2.813557,1.319673,56.665047,3.618332,-0.001861,0.003325,0.001861,-0.003325,0.003810,1.735531,0.001205,0.000188,0.011205,4214
42140,1,1.858264,2.811779,1.319659,56.576138,3.619494,-0.001762,0.003292,0.001762,-0.003292,0.003734,1.615082,0.001260,0.000186,0.010426,4215
42150,1,1.863287,2.810053,1.319678,56.487141,3.620743,-0.001672,0.003257,0.001672,-0.003257,0.003661,1.485092,0.001317,0.000183,0.009690,4216
42160,1,1.868364,2.808377,1.319730,56.398052,3.622077,-0.001590,0.003220,0.001590,-0.003220,0.003591,1.350703,0.001372,0.000181,0.009015,4217
42170,1,1.873491,2.806749,1.319814,56.308903,3.623493,-0.001514,0.003182,0.001514,-0.003182,0.003524,1.258459,0.001427,0.000179,0.008393,4218
42180,1,1.878665,2.805166,1.319930,56.219688,3.624988,-0.001445,0.003141,0.001445,-0.003141,0.003458,1.325368,0.001479,0.000177,0.007832,4219
42190,1,1.883886,2.803625,1.320077,56.130398,3.626559,-0.001381,0.003101,0.001381,-0.003101,0.003394,1.393191,0.001530,0.000174,0.007337,4220
42200,1,1.889148,2.802125,1.320254,56.041039,3.628202,-0.001321,0.003058,0.001321,-0.003058,0.003331,1.461262,0.001579,0.000172,0.006901,4221
42210,1,1.894452,2.800664,1.320460,55.951611,3.629913,-0.001264,0.003015,0.001264,-0.003015,0.003269,1.531169,0.001626,0.000170,0.006536,4222
42220,1,1.899795,2.799238,1.320695,55.862122,3.631691,-0.001209,0.002970,0.001209,-0.002970,0.003207,1.603815,0.001672,0.000167,0.006240,4223
42230,1,1.905174,2.797846,1.320957,55.772533,3.633532,-0.001155,0.002924,0.001155,-0.002924,0.003144,1.678687,0.001716,0.000165,0.006012,4224
42240,1,1.910590,2.796486,1.321247,55.682873,3.635433,-0.001103,0.002878,0.001103,-0.002878,0.003082,1.753053,0.001757,0.000162,0.005865,4225
42250,1,1.916039,2.795156,1.321563,55.593113,3.637392,-0.001050,0.002829,0.001050,-0.002829,0.003018,1.830572,0.001797,0.000160,0.005790,4226
42260,1,1.921519,2.793853,1.321904,55.503277,3.639406,-0.000995,0.002779,0.000995,-0.002779,0.002952,1.909762,0.001833,0.000157,0.005790,4227
42270,1,1.927031,2.792574,1.322270,55.413315,3.641471,-0.000941,0.002729,0.000941,-0.002729,0.002886,1.990924,0.001869,0.000154,0.005858,4228
42280,1,1.932572,2.791317,1.322660,55.323235,3.643584,-0.000884,0.002676,0.000884,-0.002676,0.002819,2.073692,0.001901,0.000151,0.005986,4229
42290,1,1.938141,2.790081,1.323073,55.233047,3.645745,-0.000826,0.002623,0.000826,-0.002623,0.002750,2.159818,0.001930,0.000148,0.006169,4230
42300,1,1.943735,2.788860,1.323508,55.142735,3.647946,-0.000766,0.002567,0.000766,-0.002567,0.002679,2.245850,0.001955,0.000145,0.006387,4231
42310,1,1.949354,2.787652,1.323963,55.052277,3.650187,-0.000702,0.002510,0.000702,-0.002510,0.002606,2.336076,0.001978,0.000142,0.006646,4232
42320,1,1.954995,2.786455,1.324438,54.961670,3.652461,-0.000636,0.002451,0.000636,-0.002451,0.002532,2.429313,0.001997,0.000139,0.006924,4233
42330,1,1.960657,2.785263,1.324932,54.870911,3.654766,-0.000567,0.002390,0.000567,-0.002390,0.002456,2.524988,0.002011,0.000135,0.007215,4234
42340,1,1.966337,2.784074,1.325443,54.779984,3.657095,-0.000494,0.002327,0.000494,-0.002327,0.002378,2.623430,0.002021,0.000132,0.007510,4235
42350,1,1.972034,2.782882,1.325970,54.688873,3.659445,-0.000419,0.002261,0.000419,-0.002261,0.002300,2.726048,0.002026,0.000128,0.007797,4236
42360,1,1.977743,2.781682,1.326510,54.597572,3.661809,-0.000339,0.002194,0.000339,-0.002194,0.002220,2.832361,0.002024,0.000124,0.008075,4237
42370,1,1.983462,2.780470,1.327062,54.506084,3.664181,-0.000257,0.002124,0.000257,-0.002124,0.002139,2.942720,0.002016,0.000120,0.008333,4238
42380,1,1.989187,2.779239,1.327624,54.414406,3.666555,-0.000172,0.002051,0.000172,-0.002051,0.002058,3.054466,0.002000,0.000116,0.008552,4239
42390,1,1.994916,2.777983,1.328192,54.322502,3.668920,-0.000084,0.001974,0.000084,-0.001974,0.001976,3.172872,0.001977,0.000112,0.008739,4240
42400,1,2.000643,2.776694,1.328765,54.230392,3.671269,0.000005,0.001895,-0.000005,-0.001895,0.001895,3.295703,0.001944,0.000107,0.008873,4241
42410,1,2.006364,2.775365,1.329339,54.138069,3.673594,0.000095,0.001812,-0.000095,-0.001812,0.001814,3.423805,0.001902,0.000103,0.008957,4242
42420,1,2.012073,2.773987,1.329912,54.045540,3.675882,0.000186,0.001725,-0.000186,-0.001725,0.001735,3.569966,0.001851,0.000098,0.008984,4243
42430,1,2.017766,2.772553,1.330480,53.952797,3.678126,0.000277,0.001634,-0.000277,-0.001634,0.001657,3.852006,0.001789,0.000094,0.008939,4244
42440,1,2.023437,2.771053,1.331041,53.859859,3.680313,0.000364,0.001540,-0.000364,-0.001540,0.001583,4.141643,0.001716,0.000089,0.008816,4245
42450,1,2.029079,2.769479,1.331591,53.766739,3.682432,0.000448,0.001442,-0.000448,-0.001442,0.001510,4.440263,0.001632,0.000084,0.008608,4246
42460,1,2.034686,2.767820,1.332125,53.673458,3.684471,0.000526,0.001340,-0.000526,-0.001340,0.001439,4.751199,0.001537,0.000079,0.008319,4247
42470,1,2.040251,2.766068,1.332642,53.580029,3.686420,0.000598,0.001234,-0.000598,-0.001234,0.001371,5.073925,0.001432,0.000074,0.007944,4248
42480,1,2.045768,2.764214,1.333137,53.486462,3.688265,0.000660,0.001125,-0.000660,-0.001125,0.001304,5.408726,0.001317,0.000069,0.007481,4249
42490,1,2.051230,2.762249,1.333608,53.392811,3.689997,0.000713,0.001012,-0.000713,-0.001012,0.001238,5.750455,0.001191,0.000063,0.006926,4250
42500,1,2.056629,2.760166,1.334051,53.299084,3.691603,0.000754,0.000897,-0.000754,-0.000897,0.001172,6.099509,0.001057,0.000058,0.006284,4251
42510,1,2.061960,2.757957,1.334465,53.205322,3.693075,0.000782,0.000779,-0.000782,-0.000779,0.001104,6.452686,0.000914,0.000052,0.005555,4252
42520,1,2.067214,2.755617,1.334845,53.111538,3.694402,0.000798,0.000660,-0.000798,-0.000660,0.001035,6.813761,0.000764,0.000046,0.004738,4253
42530,1,2.072385,2.753139,1.335191,53.017754,3.695576,0.000801,0.000539,-0.000801,-0.000539,0.000966,7.176660,0.000608,0.000041,0.003839,4254
42540,1,2.077465,2.750517,1.335499,52.924000,3.696589,0.000792,0.000417,-0.000792,-0.000417,0.000895,7.540219,0.000448,0.000035,0.002853,4255
42550,1,2.082448,2.747748,1.335767,52.830254,3.697429,0.000774,0.000296,-0.000774,-0.000296,0.000828,7.900029,0.000292,0.000029,0.001781,4256
42560,1,2.087325,2.744825,1.335993,52.736549,3.698090,0.000746,0.000174,-0.000746,-0.000174,0.000766,8.256504,0.000180,0.000024,0.000636,4257
42570,1,2.092089,2.741744,1.336174,52.642879,3.698562,0.000713,0.000053,-0.000713,-0.000053,0.000715,8.606573,0.000226,0.000020,0.000645,4258
42580,1,2.096734,2.738500,1.336307,52.549244,3.698837,0.000675,-0.000066,-0.000675,0.000066,0.000678,8.950538,0.000387,0.000018,0.001952,4259
42590,1,2.101253,2.735089,1.336390,52.455620,3.698907,0.000635,-0.000184,-0.000635,0.000184,0.000661,9.284332,0.000583,0.000019,0.003350,4260
42600,1,2.105639,2.731505,1.336420,52.361996,3.698764,0.000596,-0.000300,-0.000596,0.000300,0.000667,9.607581,0.000792,0.000022,0.004819,4261
42610,1,2.109885,2.727745,1.336393,52.268360,3.698399,0.000558,-0.000413,-0.000558,0.000413,0.000695,9.921778,0.001011,0.000027,0.006359,4262
42620,1,2.113989,2.723803,1.336307,52.174717,3.697805,0.000523,-0.000525,-0.000523,0.000525,0.000741,10.225962,0.001238,0.000032,0.007955,4263
42630,1,2.117943,2.719676,1.336159,52.081032,3.696977,0.000492,-0.000633,-0.000492,0.000633,0.000802,10.520540,0.001469,0.000038,0.009600,4264
42640,1,2.121746,2.715361,1.335948,51.987320,3.695910,0.000464,-0.000739,-0.000464,0.000739,0.000872,10.801983,0.001704,0.000044,0.011277,4265
42650,1,2.125394,2.710857,1.335672,51.893547,3.694599,0.000441,-0.000841,-0.000441,0.000841,0.000949,11.072766,0.001940,0.000051,0.012980,4266
42660,1,2.128886,2.706162,1.335329,51.799736,3.693043,0.000421,-0.000939,-0.000421,0.000939,0.001029,11.333127,0.002176,0.000057,0.014694,4267
42670,1,2.132223,2.701277,1.334919,51.705864,3.691243,0.000406,-0.001034,-0.000406,0.001034,0.001111,11.583230,0.002412,0.000063,0.016412,4268
42680,1,2.135403,2.696202,1.334442,51.611946,3.689199,0.000392,-0.001125,-0.000392,0.001125,0.001192,11.818690,0.002643,0.000069,0.018109,4269
42690,1,2.138428,2.690942,1.333898,51.517967,3.686913,0.000382,-0.001211,-0.000382,0.001211,0.001270,12.043262,0.002868,0.000075,0.019773,4270
42700,1,2.141302,2.685500,1.333288,51.423927,3.684392,0.000374,-0.001292,-0.000374,0.001292,0.001345,12.253449,0.003086,0.000080,0.021387,4271
42710,1,2.144029,2.679883,1.332615,51.329830,3.681643,0.000367,-0.001369,-0.000367,0.001369,0.001417,12.448324,0.003293,0.000085,0.022936,4272
42720,1,2.146613,2.674099,1.331882,51.235695,3.678677,0.000361,-0.001439,-0.000361,0.001439,0.001483,12.627104,0.003488,0.000090,0.024395,4273
42730,1,2.149062,2.668158,1.331091,51.141499,3.675505,0.000357,-0.001503,-0.000357,0.001503,0.001544,12.788862,0.003669,0.000094,0.025755,4274
42740,1,2.151383,2.662069,1.330247,51.047249,3.672140,0.000353,-0.001561,-0.000353,0.001561,0.001600,12.932322,0.003833,0.000098,0.026998,4275
42750,1,2.153585,2.655846,1.329354,50.952969,3.668601,0.000349,-0.001611,-0.000349,0.001611,0.001649,13.058668,0.003978,0.000101,0.028103,4276
42760,1,2.155679,2.649503,1.328419,50.858646,3.664903,0.000344,-0.001655,-0.000344,0.001655,0.001691,13.164535,0.004105,0.000104,0.029064,4277
42770,1,2.157675,2.643055,1.327446,50.764278,3.661067,0.000341,-0.001692,-0.000341,0.001692,0.001726,13.255872,0.004211,0.000107,0.029879,4278
42780,1,2.159585,2.636517,1.326442,50.669884,3.657114,0.000337,-0.001721,-0.000337,0.001721,0.001754,13.327090,0.004296,0.000108,0.030533,4279
42790,1,2.161422,2.629904,1.325413,50.575455,3.653062,0.000333,-0.001743,-0.000333,0.001743,0.001775,13.379937,0.004360,0.000110,0.031028,4280
42800,1,2.163197,2.623233,1.324366,50.480995,3.648934,0.000329,-0.001758,-0.000329,0.001758,0.001789,13.414225,0.004400,0.000111,0.031347,4281
42810,1,2.164925,2.616521,1.323306,50.386517,3.644753,0.000325,-0.001766,-0.000325,0.001766,0.001795,13.427744,0.004418,0.000111,0.031497,4282
42820,1,2.166618,2.609785,1.322242,50.292015,3.640541,0.000320,-0.001766,-0.000320,0.001766,0.001794,13.420928,0.004413,0.000111,0.031466,4283
42830,1,2.168291,2.603042,1.321180,50.197491,3.636321,0.000314,-0.001758,-0.000314,0.001758,0.001786,13.396160,0.004386,0.000111,0.031268,4284
42840,1,2.169956,2.596308,1.320127,50.102959,3.632115,0.000309,-0.001744,-0.000309,0.001744,0.001772,13.354903,0.004339,0.000110,0.030917,4285
42850,1,2.171627,2.589599,1.319088,50.008411,3.627944,0.000304,-0.001724,-0.000304,0.001724,0.001750,13.292572,0.004272,0.000108,0.030408,4286
42860,1,2.173315,2.582928,1.318069,49.913860,3.623827,0.000298,-0.001697,-0.000298,0.001697,0.001723,13.217402,0.004185,0.000107,0.029756,4287
42870,1,2.175032,2.576311,1.317078,49.819294,3.619784,0.000291,-0.001663,-0.000291,0.001663,0.001688,13.123179,0.004079,0.000104,0.028958,4288
42880,1,2.176792,2.569762,1.316118,49.724739,3.615835,0.000283,-0.001624,-0.000283,0.001624,0.001649,13.018774,0.003959,0.000102,0.028051,4289
42890,1,2.178602,2.563291,1.315195,49.630169,3.611994,0.000277,-0.001579,-0.000277,0.001579,0.001603,12.896520,0.003823,0.000099,0.027030,4290
42900,1,2.180473,2.556909,1.314313,49.535610,3.608277,0.000269,-0.001530,-0.000269,0.001530,0.001553,12.758419,0.003672,0.000095,0.025900,4291
42910,1,2.182415,2.550627,1.313476,49.441067,3.604699,0.000261,-0.001474,-0.000261,0.001474,0.001497,12.605920,0.003509,0.000092,0.024677,4292
42920,1,2.184437,2.544455,1.312688,49.346523,3.601272,0.000252,-0.001415,-0.000252,0.001415,0.001437,12.443112,0.003335,0.000088,0.023380,4293
42930,1,2.186544,2.538399,1.311952,49.251995,3.598008,0.000243,-0.001350,-0.000243,0.001350,0.001372,12.263073,0.003150,0.000084,0.022002,4294
42940,1,2.188746,2.532469,1.311271,49.157490,3.594918,0.000232,-0.001282,-0.000232,0.001282,0.001303,12.076226,0.002957,0.000079,0.020575,4295
42950,1,2.191047,2.526669,1.310648,49.062996,3.592011,0.000223,-0.001209,-0.000223,0.001209,0.001230,11.873380,0.002758,0.000074,0.019105,4296
42960,1,2.193453,2.521004,1.310083,48.968529,3.589292,0.000212,-0.001133,-0.000212,0.001133,0.001153,11.662281,0.002551,0.000070,0.017595,4297
42970,1,2.195969,2.515479,1.309579,48.874081,3.586769,0.000201,-0.001054,-0.000201,0.001054,0.001072,11.439876,0.002341,0.000065,0.016059,4298
42980,1,2.198598,2.510097,1.309137,48.779667,3.584447,0.000189,-0.000970,-0.000189,0.000970,0.000989,11.208015,0.002126,0.000059,0.014507,4299
42990,1,2.201344,2.504861,1.308758,48.685284,3.582330,0.000177,-0.000884,-0.000177,0.000884,0.000902,10.970720,0.001910,0.000054,0.012953,4300
43000,1,2.204209,2.499772,1.308441,48.590935,3.580421,0.000163,-0.000795,-0.000163,0.000795,0.000812,10.719204,0.001691,0.000048,0.011397,4301
43010,1,2.207195,2.494832,1.308188,48.496624,3.578722,0.000149,-0.000704,-0.000149,0.000704,0.000720,10.457559,0.001472,0.000043,0.009854,4302
43020,1,2.210304,2.490041,1.307997,48.402363,3.577233,0.000134,-0.000609,-0.000134,0.000609,0.000624,10.190209,0.001253,0.000037,0.008324,4303
43030,1,2.213537,2.485398,1.307868,48.308144,3.575957,0.000119,-0.000512,-0.000119,0.000512,0.000526,9.914110,0.001036,0.000031,0.006824,4304
43040,1,2.216893,2.480903,1.307801,48.213989,3.574890,0.000102,-0.000413,-0.000102,0.000413,0.000425,9.632227,0.000820,0.000025,0.005357,4305
43050,1,2.220373,2.476554,1.307794,48.119877,3.574032,0.000084,-0.000312,-0.000084,0.000312,0.000323,9.344424,0.000609,0.000019,0.003935,4306
43060,1,2.223975,2.472349,1.307846,48.025845,3.573380,0.000065,-0.000208,-0.000065,0.000208,0.000218,9.047034,0.000400,0.000012,0.002557,4307
43070,1,2.227699,2.468285,1.307955,47.931870,3.572929,0.000044,-0.000103,-0.000044,0.000103,0.000112,8.741569,0.000196,0.000006,0.001229,4308
43080,1,2.231543,2.464360,1.308120,47.837975,3.572679,0.000022,0.000005,-0.000022,-0.000005,0.000022,8.430359,0.000007,0.000001,0.000038,4309
43090,1,2.235503,2.460569,1.308337,47.744152,3.572621,-0.000003,0.000114,0.000003,-0.000114,0.000114,8.112390,0.000197,0.000007,0.001237,4310
43100,1,2.239578,2.456909,1.308605,47.650425,3.572753,-0.000029,0.000225,0.000029,-0.000225,0.000227,7.788936,0.000383,0.000014,0.002367,4311
